AAPL (Apple Inc.),202.63,-9.82
Aug 25 2019 @ 10:55 ET,Bid,201.6,Ask,201.84,Size,2x1,Vol,46882843
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
10/18/2019,AAPL191018C00080000,133.8,0,120.75,125.05,0,0.855,0.9985,0.0001,740,80.000,AAPL191018P00080000,0.01,0,0,2.1,0,1.3682,-0.0216,0.0005,332
10/18/2019,AAPL191018C00085000,0,0,115.75,120.05,0,0.7511,0.9991,0,0,85.000,AAPL191018P00085000,0.01,0,0,1,0,1.132,-0.0138,0.0004,41
10/18/2019,AAPL191018C00090000,113.11,0,110.8,115.05,0,0.7418,0.9985,0.0001,1,90.000,AAPL191018P00090000,0,0,0,1.01,0,1.0653,-0.0148,0.0004,287
10/18/2019,AAPL191018C00095000,116.8,-1.275,105.8,110.1,10,0.7139,0.998,0.0001,9,95.000,AAPL191018P00095000,0.02,0,0.01,0.02,0,0.6577,-0.0009,0.0001,167
10/18/2019,AAPL191018C00100000,104.5,-8.6,101,105.1,2,0.7673,0.9943,0.0003,5,100.000,AAPL191018P00100000,0.01,0.005,0.01,0.03,31,0.6331,-0.0013,0.0001,1359
10/18/2019,AAPL191018C00105000,0,0,95.85,100.15,0,0.657,0.9967,0.0002,0,105.000,AAPL191018P00105000,0.03,0.025,0.03,0.04,309,0.6257,-0.0023,0.0001,17164
10/18/2019,AAPL191018C00110000,95.7,0,90.9,95.2,0,0.6495,0.9948,0.0003,32,110.000,AAPL191018P00110000,0.04,0.025,0.05,0.06,203,0.6149,-0.0036,0.0002,10005
10/18/2019,AAPL191018C00115000,89.6,-8.575,86.05,90.25,22,0.658,0.9908,0.0005,0,115.000,AAPL191018P00115000,0.08,0.055,0.08,0.15,625,0.6236,-0.0067,0.0004,692
10/18/2019,AAPL191018C00120000,91.85,0,81.15,85.3,0,0.64,0.9876,0.0006,56,120.000,AAPL191018P00120000,0.13,0.09,0.13,0.19,87,0.6072,-0.0093,0.0005,1347
10/18/2019,AAPL191018C00125000,86.5,0,76.05,80.35,0,0.58,0.9884,0.0007,26,125.000,AAPL191018P00125000,0.14,0.075,0.06,0.8,430,0.6547,-0.0207,0.001,1313
10/18/2019,AAPL191018C00130000,72.03,0,71.15,75.45,0,0.5677,0.9837,0.0009,2,130.000,AAPL191018P00130000,0.23,0.15,0.08,0.3,593,0.5359,-0.0122,0.0007,3356
10/18/2019,AAPL191018C00135000,69.8,-8.55,66.4,70.55,70,0.566,0.9757,0.0013,10,135.000,AAPL191018P00135000,0.29,0.185,0.22,0.39,267,0.5318,-0.0185,0.0011,1660
10/18/2019,AAPL191018C00140000,71.97,0,61.35,65.65,0,0.5244,0.9734,0.0015,57,140.000,AAPL191018P00140000,0.38,0.23,0.3,0.47,195,0.5102,-0.0238,0.0014,4268
10/18/2019,AAPL191018C00145000,60,-8.475,56.5,60.8,48,0.5061,0.9654,0.0019,45,145.000,AAPL191018P00145000,0.53,0.335,0.29,0.58,329,0.4792,-0.0282,0.0017,2625
10/18/2019,AAPL191018C00150000,64.6,0,51.7,55.95,15,0.4863,0.9557,0.0024,175,150.000,AAPL191018P00150000,0.66,0.4,0.45,0.7,1439,0.4614,-0.0371,0.0022,11821
10/18/2019,AAPL191018C00155000,50.55,-8.125,46.85,51.15,96,0.4619,0.9453,0.003,136,155.000,AAPL191018P00155000,0.88,0.54,0.62,0.96,154,0.4482,-0.0501,0.0029,6367
10/18/2019,AAPL191018C00160000,46,-7.775,42.1,46.4,3,0.4417,0.9306,0.0038,531,160.000,AAPL191018P00160000,1.09,0.65,1,1.33,2027,0.4441,-0.0703,0.0039,14919
10/18/2019,AAPL191018C00165000,39.84,-9.06,37.4,41.7,6,0.4208,0.9127,0.0048,555,165.000,AAPL191018P00165000,1.36,0.79,1.1,1.64,1369,0.4162,-0.0852,0.0048,11706
10/18/2019,AAPL191018C00170000,34.75,-9.35,33.3,37.1,21,0.4182,0.8812,0.006,846,170.000,AAPL191018P00170000,1.77,1.03,1.65,1.8,360,0.3959,-0.1077,0.0059,11402
10/18/2019,AAPL191018C00175000,31,-8.35,30.25,32.2,117,0.4249,0.8388,0.0073,1574,175.000,AAPL191018P00175000,2.26,1.305,1.93,2.35,559,0.3737,-0.1349,0.0074,6682
10/18/2019,AAPL191018C00180000,26.04,-8.61,25.85,27.4,58,0.3902,0.8098,0.0088,3664,180.000,AAPL191018P00180000,2.96,1.715,2.56,3,724,0.3575,-0.1725,0.0091,22114
10/18/2019,AAPL191018C00185000,21.6,-8.45,21.8,22.35,58,0.3539,0.7743,0.0108,3630,185.000,AAPL191018P00185000,3.95,2.3,3.55,3.9,1921,0.3469,-0.2217,0.0109,9486
10/18/2019,AAPL191018C00190000,18.1,-7.525,18,18.55,809,0.3418,0.717,0.0126,3567,190.000,AAPL191018P00190000,5.02,2.815,4.75,5.05,1166,0.335,-0.28,0.0128,28658
10/18/2019,AAPL191018C00195000,14.48,-6.945,14.5,15.8,266,0.343,0.647,0.0138,5021,195.000,AAPL191018P00195000,6.5,3.54,6,6.65,985,0.3218,-0.3469,0.0146,33505
10/18/2019,AAPL191018C00200000,11.6,-5.85,11.35,11.85,1299,0.3183,0.5761,0.0156,11880,200.000,AAPL191018P00200000,8.35,4.35,7.95,9,1887,0.3213,-0.4242,0.0155,18626
10/18/2019,AAPL191018C00205000,8.73,-5.095,8.6,9.05,1805,0.3072,0.4949,0.0165,8610,205.000,AAPL191018P00205000,10.45,5.1,10.2,10.6,1076,0.3008,-0.5062,0.0169,5835
10/18/2019,AAPL191018C00210000,6.42,-4.18,6.25,6.55,4502,0.2944,0.4094,0.0168,13646,210.000,AAPL191018P00210000,13.3,6.2,11.7,13.3,773,0.2723,-0.6013,0.018,7202
10/18/2019,AAPL191018C00215000,4.45,-3.325,4.4,5,4188,0.2921,0.3302,0.0158,11944,215.000,AAPL191018P00215000,16.1,6.8,15.7,16.4,249,0.2769,-0.6806,0.0164,2041
10/18/2019,AAPL191018C00220000,3,-2.45,2.93,3.6,4167,0.2861,0.2553,0.0143,15427,220.000,AAPL191018P00220000,19.37,7.395,18.3,20.1,165,0.25,-0.7788,0.0151,684
10/18/2019,AAPL191018C00225000,1.98,-1.67,1.87,2.1,2074,0.2708,0.1801,0.0123,9913,225.000,AAPL191018P00225000,24.25,9.075,22,25.75,38,0.2741,-0.8166,0.0123,273
10/18/2019,AAPL191018C00230000,1.28,-1.04,1.24,1.3,2095,0.2669,0.1267,0.0099,8475,230.000,AAPL191018P00230000,27.65,8.775,26.6,29.75,105,0.2698,-0.8705,0.0099,255
10/18/2019,AAPL191018C00235000,0.77,-0.645,0.73,0.91,566,0.2666,0.0884,0.0076,4755,235.000,AAPL191018P00235000,24.35,1.3,30.5,34.8,13,0.2598,-0.9176,0.0074,68
10/18/2019,AAPL191018C00240000,0.52,-0.315,0.47,0.57,302,0.2664,0.0599,0.0057,3291,240.000,AAPL191018P00240000,36.15,8.6,35.3,39.65,5,0.2707,-0.9369,0.0058,259
10/18/2019,AAPL191018C00245000,0.31,-0.185,0.2,0.62,1362,0.2785,0.047,0.0045,2582,245.000,AAPL191018P00245000,42.95,0,40.25,44.55,0,0.2919,-0.9444,0.0049,16
10/18/2019,AAPL191018C00250000,0.2,-0.105,0.2,0.27,1076,0.2737,0.0293,0.0031,5426,250.000,AAPL191018P00250000,46.25,9.05,45.2,49.45,30,0.05,-1,0,7
10/18/2019,AAPL191018C00255000,0.13,-0.05,0.06,2,28,0.3919,0.0785,0.0048,1075,255.000,AAPL191018P00255000,42.4,0,50.2,54.5,0,0.05,-1,0,1
10/18/2019,AAPL191018C00260000,0.08,-0.03,0,2.1,34,0.4184,0.0756,0.0043,1630,260.000,AAPL191018P00260000,0,0,55.2,59.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00265000,0.07,0,0,0.15,0,0.2866,0.0099,0.0012,807,265.000,AAPL191018P00265000,52.4,0,60.2,64.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00270000,0.04,-0.005,0,0.07,112,0.2789,0.0051,0.0007,872,270.000,AAPL191018P00270000,0,0,65.2,69.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00275000,0.02,-0.015,0.02,0.03,100,0.2852,0.0037,0.0005,936,275.000,AAPL191018P00275000,67.67,0,70.2,74.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00280000,0.02,0,0.01,0.02,201,0.282,0.002,0.0003,17984,280.000,AAPL191018P00280000,0,0,75.2,79.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00285000,0.03,0.02,0,0.02,5,0.2847,0.0013,0.0002,1110,285.000,AAPL191018P00285000,81.15,0,80.2,84.35,0,0.05,-1,0,0
10/18/2019,AAPL191018C00290000,0.01,0,0,0.01,0,0.2833,0.0007,0.0001,621,290.000,AAPL191018P00290000,0,0,85.2,89.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00295000,0.03,0,0,0.01,0,0.2895,0.0006,0.0001,441,295.000,AAPL191018P00295000,0,0,90.2,94.5,0,0.05,-1,0,0
10/18/2019,AAPL191018C00300000,0.01,0,0,0.01,0,0.2972,0.0005,0.0001,1072,300.000,AAPL191018P00300000,0,0,95.2,99.35,0,0.05,-1,0,0
11/15/2019,AAPL191115C00130000,77.29,-6.285,71.5,75.75,3,0.4943,0.9783,0.0011,3,130.000,AAPL191115P00130000,0.45,0.21,0.43,0.94,68,0.5397,-0.0307,0.0013,193
11/15/2019,AAPL191115C00135000,0,0,66.65,70.9,0,0.48,0.9718,0.0014,0,135.000,AAPL191115P00135000,0.6,0.29,0,0.71,220,0.445,-0.0207,0.0012,205
11/15/2019,AAPL191115C00140000,63.6,-10.15,61.8,66.1,2,0.4648,0.964,0.0018,10,140.000,AAPL191115P00140000,0.37,0,0.67,0.87,0,0.4737,-0.0384,0.0018,37
11/15/2019,AAPL191115C00145000,0,0,57,61.3,0,0.4484,0.9547,0.0022,0,145.000,AAPL191115P00145000,0.52,0,0.64,1,0,0.4422,-0.0433,0.0022,68
11/15/2019,AAPL191115C00150000,60.9,0,52.25,56.55,0,0.4331,0.943,0.0027,17,150.000,AAPL191115P00150000,1.23,0.61,1.16,1.32,214,0.4449,-0.0613,0.0028,3467
11/15/2019,AAPL191115C00155000,59,0,47.6,51.9,0,0.4214,0.9273,0.0034,19,155.000,AAPL191115P00155000,1.55,0.77,0.92,2.41,17,0.4382,-0.0796,0.0035,690
11/15/2019,AAPL191115C00160000,53.9,0,42.95,47.3,0,0.4063,0.9097,0.0041,241,160.000,AAPL191115P00160000,1.77,0.79,1.35,2,39,0.3991,-0.087,0.0041,1442
11/15/2019,AAPL191115C00165000,40.47,-9.18,38.5,42.75,10,0.3937,0.8872,0.005,34,165.000,AAPL191115P00165000,2.36,1.13,2.28,2.6,111,0.403,-0.1174,0.0051,1299
11/15/2019,AAPL191115C00170000,36,-8.95,35.8,38.35,2,0.4186,0.8417,0.006,510,170.000,AAPL191115P00170000,2.82,1.27,2.17,3.05,33,0.3697,-0.1337,0.006,550
11/15/2019,AAPL191115C00175000,31.77,-8.605,30.35,32.3,13,0.3416,0.8434,0.0073,87,175.000,AAPL191115P00175000,3.75,1.795,2.85,4.7,104,0.3769,-0.1762,0.0071,1282
11/15/2019,AAPL191115C00180000,27.45,-8.425,27.65,29.65,3,0.3839,0.7771,0.008,265,180.000,AAPL191115P00180000,4.63,2.125,4.25,4.85,92,0.36,-0.2115,0.0083,642
11/15/2019,AAPL191115C00185000,23.65,-7.95,23.8,24.7,5,0.3537,0.7422,0.0094,703,185.000,AAPL191115P00185000,5.9,2.7,5.6,6,153,0.3535,-0.2577,0.0094,2393
11/15/2019,AAPL191115C00190000,20.18,-7.27,20.2,22.5,21,0.3644,0.6854,0.0101,427,190.000,AAPL191115P00190000,7.35,3.275,6,9.25,75,0.3567,-0.3123,0.0103,955
11/15/2019,AAPL191115C00195000,16.92,-6.605,16.65,17.35,232,0.3259,0.638,0.0119,1431,195.000,AAPL191115P00195000,9.05,3.9,6.85,9.4,201,0.315,-0.3594,0.0123,1358
11/15/2019,AAPL191115C00200000,13.5,-6.325,13.8,14.25,3967,0.3191,0.5758,0.0127,5924,200.000,AAPL191115P00200000,10.8,4.3,10.6,11.1,537,0.3276,-0.4246,0.0124,4467
11/15/2019,AAPL191115C00205000,11.4,-5.025,11.1,13.35,6571,0.3348,0.5139,0.0123,9945,205.000,AAPL191115P00205000,12.7,4.575,12.7,13.5,293,0.3188,-0.4885,0.0129,1817
11/15/2019,AAPL191115C00210000,8.78,-4.595,8.75,9.1,2795,0.3032,0.4428,0.0135,3970,210.000,AAPL191115P00210000,15.96,5.885,13.7,16.2,343,0.2911,-0.5619,0.014,1067
11/15/2019,AAPL191115C00215000,6.65,-3.975,6.7,7.65,409,0.3038,0.3799,0.013,2583,215.000,AAPL191115P00215000,17.25,4.9,18.4,19.3,49,0.3089,-0.6173,0.0128,736
11/15/2019,AAPL191115C00220000,5.1,-3.175,5.05,5.45,544,0.291,0.3117,0.0126,3223,220.000,AAPL191115P00220000,21.5,6.525,20.9,22.55,42,0.2903,-0.6888,0.0126,495
11/15/2019,AAPL191115C00225000,3.7,-2.525,3.7,4.25,2662,0.2882,0.2544,0.0115,7328,225.000,AAPL191115P00225000,24.41,6.41,25.1,27.3,27,0.3111,-0.7262,0.0111,61
11/15/2019,AAPL191115C00230000,2.68,-1.895,2.55,3.75,222,0.2925,0.21,0.0102,10517,230.000,AAPL191115P00230000,29.65,8.275,28.2,31.8,29,0.3041,-0.7794,0.0101,80
11/15/2019,AAPL191115C00235000,2.01,-1.29,1.87,2.1,159,0.2755,0.1519,0.0088,1441,235.000,AAPL191115P00235000,33.85,8.75,33.25,36.15,30,0.3234,-0.8036,0.0089,44
11/15/2019,AAPL191115C00240000,1.43,-0.905,1.26,1.53,141,0.2727,0.1147,0.0073,1025,240.000,AAPL191115P00240000,37.3,8.225,36.6,40.55,22,0.3024,-0.8578,0.0077,36
11/15/2019,AAPL191115C00245000,0.94,-0.67,0.91,1.16,13,0.2744,0.0889,0.0061,2667,245.000,AAPL191115P00245000,34.65,1.25,40.75,45.1,4,0.2907,-0.8976,0.0064,57
11/15/2019,AAPL191115C00250000,0.66,-0.45,0.61,0.83,77,0.2735,0.0654,0.0048,600,250.000,AAPL191115P00250000,37.6,0,45.5,49.8,0,0.2947,-0.9181,0.0053,22
11/15/2019,AAPL191115C00255000,0.78,0,0.42,0.61,26,0.2744,0.0487,0.0038,86,255.000,AAPL191115P00255000,42.85,0,50.3,54.65,0,0.3038,-0.931,0.0045,19
11/15/2019,AAPL191115C00260000,0.33,-0.19,0.29,0.5,21,0.279,0.0381,0.0031,35,260.000,AAPL191115P00260000,46.3,0,55.25,59.55,0,0.3219,-0.9354,0.0041,1
11/15/2019,AAPL191115C00265000,0.25,-0.105,0.17,0.34,21,0.2758,0.0262,0.0023,270,265.000,AAPL191115P00265000,51.4,0,60.2,64.5,0,0.05,-1,0,4
11/15/2019,AAPL191115C00270000,0.18,0,0.1,0.25,0,0.2762,0.0188,0.0017,63,270.000,AAPL191115P00270000,0,0,65.2,69.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00275000,0.18,0,0.06,0.26,0,0.2875,0.0167,0.0015,70,275.000,AAPL191115P00275000,0,0,70.2,74.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00280000,0.14,0,0.02,2.14,0,0.4166,0.0661,0.0032,57,280.000,AAPL191115P00280000,0,0,75.2,79.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00285000,0.12,0,0.09,0.17,0,0.3072,0.0131,0.0011,110,285.000,AAPL191115P00285000,0,0,80.2,84.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00290000,0.1,0.005,0.07,2.1,1,0.4516,0.0623,0.0028,50,290.000,AAPL191115P00290000,0,0,85.2,89.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00295000,0.07,0,0.05,0.2,0,0.3323,0.0118,0.001,36,295.000,AAPL191115P00295000,0,0,90.2,94.5,0,0.05,-1,0,0
11/15/2019,AAPL191115C00300000,0.04,0,0.04,0.6,0,0.3924,0.0239,0.0015,2,300.000,AAPL191115P00300000,0,0,95.2,99.5,0,0.05,-1,0,0
12/20/2019,AAPL191220C00130000,0,0,71.65,75.9,0,0.5029,0.9516,0.0016,0,130.000,AAPL191220P00130000,0.63,0.255,0.57,0.77,53,0.449,-0.0304,0.0013,399
12/20/2019,AAPL191220C00135000,0,0,66.8,71.1,0,0.4802,0.9445,0.0019,0,135.000,AAPL191220P00135000,0.62,0.155,0.74,0.94,4,0.4354,-0.0381,0.0016,17
12/20/2019,AAPL191220C00140000,64.15,-9.725,62,66.3,2,0.4582,0.9362,0.0022,0,140.000,AAPL191220P00140000,1.04,0.465,0.96,1.14,12,0.4221,-0.0474,0.002,19
12/20/2019,AAPL191220C00145000,0,0,57.25,61.55,0,0.4381,0.926,0.0026,0,145.000,AAPL191220P00145000,1.1,0.39,0.62,1.41,4,0.3864,-0.0501,0.0023,42
12/20/2019,AAPL191220C00150000,60.46,0,52.65,56.9,0,0.4234,0.9119,0.0032,4,150.000,AAPL191220P00150000,1.64,0.76,0.87,1.73,299,0.3755,-0.0634,0.0029,1060
12/20/2019,AAPL191220C00155000,59,0,48.05,52.3,0,0.4071,0.8962,0.0037,7,155.000,AAPL191220P00155000,1.9,0.81,1.87,2.82,12,0.4021,-0.0973,0.0037,496
12/20/2019,AAPL191220C00160000,48.7,0,43.65,47.8,0,0.3946,0.876,0.0044,1004,160.000,AAPL191220P00160000,2.43,1.075,1.62,3.9,114,0.3856,-0.1154,0.0044,343
12/20/2019,AAPL191220C00165000,44.82,0,39.5,43.4,0,0.3852,0.8509,0.0051,475,165.000,AAPL191220P00165000,2.91,1.21,2.3,3.25,92,0.35,-0.1263,0.0051,602
12/20/2019,AAPL191220C00170000,37.3,-8.175,35.55,38.55,1,0.3673,0.8265,0.006,44,170.000,AAPL191220P00170000,3.85,1.735,3.7,4,91,0.3541,-0.1623,0.006,506
12/20/2019,AAPL191220C00175000,38.7,0,32.45,34.9,0,0.3779,0.7844,0.0066,6,175.000,AAPL191220P00175000,4.8,2.15,3.5,5.15,17,0.3314,-0.188,0.007,300
12/20/2019,AAPL191220C00180000,30.01,-6.665,28.55,31.1,14,0.3674,0.7487,0.0074,106,180.000,AAPL191220P00180000,5.85,2.525,4.6,5.9,173,0.3197,-0.2248,0.0081,647
12/20/2019,AAPL191220C00185000,25.15,-7.35,24.9,26.85,1,0.35,0.7115,0.0084,43,185.000,AAPL191220P00185000,6.9,2.75,6.6,7.35,43,0.3244,-0.2743,0.0089,946
12/20/2019,AAPL191220C00190000,21.75,-6.775,21.45,23.9,11,0.3469,0.6653,0.009,146,190.000,AAPL191220P00190000,8.45,3.3,7.7,8.85,41,0.3116,-0.3204,0.0099,1174
12/20/2019,AAPL191220C00195000,18.6,-6.15,18.2,20,168,0.3297,0.6187,0.01,428,195.000,AAPL191220P00195000,10.25,3.875,9,10.65,81,0.2996,-0.3722,0.0109,581
12/20/2019,AAPL191220C00200000,15.45,-5.75,15.3,15.85,188,0.309,0.5664,0.011,808,200.000,AAPL191220P00200000,12.03,4.205,10.55,14.15,940,0.3038,-0.4294,0.0112,1339
12/20/2019,AAPL191220C00205000,12.94,-5.01,12.35,13.2,554,0.2989,0.509,0.0115,1233,205.000,AAPL191220P00205000,14.15,4.6,14.45,15.05,46,0.2988,-0.4868,0.0115,804
12/20/2019,AAPL191220C00210000,10.5,-4.45,10.4,10.8,245,0.2965,0.4519,0.0115,1647,210.000,AAPL191220P00210000,17,5.475,15.9,17.65,91,0.2793,-0.5507,0.0122,501
12/20/2019,AAPL191220C00215000,8.35,-3.9,8.2,10.6,86,0.3099,0.4046,0.0108,1750,215.000,AAPL191220P00215000,20,6.15,18.25,20.8,83,0.2689,-0.6146,0.0123,206
12/20/2019,AAPL191220C00220000,6.4,-3.475,6.45,8.85,246,0.3058,0.3524,0.0105,11013,220.000,AAPL191220P00220000,23.06,6.61,21.4,23.85,27,0.2593,-0.6782,0.0119,251
12/20/2019,AAPL191220C00225000,5.35,-2.475,5.1,7.4,257,0.3043,0.3047,0.01,737,225.000,AAPL191220P00225000,25.8,6.4,25.55,27.4,2,0.2613,-0.7283,0.0109,234
12/20/2019,AAPL191220C00230000,4.1,-1.975,3.75,4.25,91,0.2737,0.2336,0.0097,4280,230.000,AAPL191220P00230000,29.36,6.71,30.3,31.2,22,0.2697,-0.766,0.0097,76
12/20/2019,AAPL191220C00235000,3,-1.625,2.87,3.25,187,0.2709,0.1907,0.0087,429,235.000,AAPL191220P00235000,27.6,1.35,33,36.8,28,0.2699,-0.8061,0.0087,43
12/20/2019,AAPL191220C00240000,2.15,-1.325,2.08,2.65,45,0.2703,0.1552,0.0076,370,240.000,AAPL191220P00240000,39.48,0,37.25,41.25,0,0.2718,-0.839,0.0077,46
12/20/2019,AAPL191220C00245000,1.68,-0.915,1.5,1.94,47,0.2659,0.1211,0.0066,319,245.000,AAPL191220P00245000,40.59,0,41.35,45.65,0,0.2642,-0.8764,0.0065,16
12/20/2019,AAPL191220C00250000,1.2,-0.695,1.12,1.46,75,0.265,0.0955,0.0055,480,250.000,AAPL191220P00250000,48.65,10.15,45.9,50.25,21,0.2657,-0.8997,0.0056,1
12/20/2019,AAPL191220C00255000,0.9,-0.47,0.1,1.11,4,0.2399,0.0543,0.004,74,255.000,AAPL191220P00255000,43.25,0,50.55,54.95,0,0.2693,-0.9171,0.0047,20
12/20/2019,AAPL191220C00260000,0.75,-0.24,0.05,0.87,24,0.2429,0.0424,0.0032,153,260.000,AAPL191220P00260000,48.05,0,55.35,59.75,0,0.2787,-0.9268,0.0041,23
12/20/2019,AAPL191220C00265000,0.69,0,0.4,0.65,0,0.2639,0.0444,0.0031,111,265.000,AAPL191220P00265000,0,0,60.3,64.6,0,0.2907,-0.9329,0.0037,0
12/20/2019,AAPL191220C00270000,0.62,0,0.31,0.59,0,0.2708,0.0378,0.0026,107,270.000,AAPL191220P00270000,0,0,65.25,69.55,0,0.3045,-0.9366,0.0034,0
12/20/2019,AAPL191220C00275000,0.4,0,0.24,0.5,0,0.2755,0.0314,0.0022,28,275.000,AAPL191220P00275000,0,0,70.2,74.5,0,0.05,-0.9958,0,0
12/20/2019,AAPL191220C00280000,0.27,-0.055,0.17,0.43,3,0.2793,0.0258,0.0019,63,280.000,AAPL191220P00280000,0,0,75.2,79.5,0,0.05,-0.9958,0,0
12/20/2019,AAPL191220C00285000,0.22,-0.015,0.13,0.38,3,0.2853,0.0222,0.0016,16,285.000,AAPL191220P00285000,0,0,80.2,84.5,0,0.05,-0.9958,0,0
12/20/2019,AAPL191220C00290000,0.16,-0.03,0.1,0.26,1,0.2823,0.0161,0.0012,50,290.000,AAPL191220P00290000,0,0,85.2,89.5,0,0.05,-0.9958,0,0
12/20/2019,AAPL191220C00295000,0.17,0,0,2.14,0,0.3938,0.0595,0.0026,1,295.000,AAPL191220P00295000,0,0,90.2,94.5,0,0.05,-0.9958,0,0
12/20/2019,AAPL191220C00300000,0.13,0,0,0.29,0,0.2972,0.013,0.001,64,300.000,AAPL191220P00300000,0,0,95.2,99.5,0,0.05,-0.9958,0,0
01/17/2020,AAPL200117C00050000,153.2,0,150.65,154.95,0,0.02,1,0.0001,3,50.000,AAPL200117P00050000,0,0,0,0.02,0,0.7007,-0.0003,0,7509
01/17/2020,AAPL200117C00055000,148.11,0,145.7,150,0,0.02,1,0.0001,1,55.000,AAPL200117P00055000,0.03,0,0,0.05,0,0.7088,-0.0008,0,2215
01/17/2020,AAPL200117C00060000,143.09,0,140.7,145,0,0.02,1,0.0001,8,60.000,AAPL200117P00060000,0,0,0,0.1,0,0.7149,-0.0017,0.0001,1914
01/17/2020,AAPL200117C00065000,137.25,0,135.75,140.05,0,0.02,1,0.0002,0,65.000,AAPL200117P00065000,0.06,0,0,1.25,0,0.9273,-0.0124,0.0003,1453
01/17/2020,AAPL200117C00070000,134.1,-8.975,130.75,135.1,6,0.02,1,0.0002,37,70.000,AAPL200117P00070000,0.03,0,0.02,0.05,0,0.6042,-0.0014,0.0001,2067
01/17/2020,AAPL200117C00075000,127.2,0,125.8,130.1,0,0.02,1,0.0002,10,75.000,AAPL200117P00075000,0.08,0,0,0.2,0,0.6348,-0.0035,0.0001,1470
01/17/2020,AAPL200117C00080000,130.2,-2.925,120.9,125.15,1,0.02,1,0.0002,3466,80.000,AAPL200117P00080000,0.06,0,0.01,0.18,0,0.5931,-0.0036,0.0001,4180
01/17/2020,AAPL200117C00085000,117.5,0,115.9,120.2,0,0.02,1,0.0003,22,85.000,AAPL200117P00085000,0.08,0,0,0.22,0,0.5665,-0.0043,0.0002,1122
01/17/2020,AAPL200117C00090000,123.45,0,110.95,115.25,0,0.02,1,0.0003,257,90.000,AAPL200117P00090000,0.14,0.06,0.04,0.22,2,0.5422,-0.0052,0.0002,1893
01/17/2020,AAPL200117C00095000,116.8,0,106,110.3,0,0.02,1,0.0003,26,95.000,AAPL200117P00095000,0.15,0.07,0.07,0.2,12,0.5109,-0.0057,0.0002,2599
01/17/2020,AAPL200117C00100000,102.75,-10.525,101.05,103.35,20,0.02,0.9894,0.0004,2910,100.000,AAPL200117P00100000,0.21,0.095,0.2,0.44,81,0.5399,-0.0119,0.0004,18108
01/17/2020,AAPL200117C00105000,98.1,0,96.15,100.45,0,0.02,1,0.0005,33,105.000,AAPL200117P00105000,0.14,0,0.21,0.38,0,0.5009,-0.012,0.0005,3328
01/17/2020,AAPL200117C00110000,103.59,0,91.25,95.55,0,0.02,1,0.0006,401,110.000,AAPL200117P00110000,0.2,0,0.28,0.42,1,0.4811,-0.0145,0.0006,4844
01/17/2020,AAPL200117C00115000,97.26,0,86.35,90.65,0,0.2828,0.9995,0,892,115.000,AAPL200117P00115000,0.25,0,0.33,0.55,0,0.4669,-0.0183,0.0007,5679
01/17/2020,AAPL200117C00120000,83.75,-9.8,82,85.75,65,0.4193,0.9837,0.0008,2237,120.000,AAPL200117P00120000,0.59,0.26,0.5,0.66,2020,0.4577,-0.0238,0.001,10473
01/17/2020,AAPL200117C00125000,79.4,-9.225,76.6,80.9,10,0.3544,0.9893,0.0006,2099,125.000,AAPL200117P00125000,0.4,0.03,0.37,0.8,6,0.4273,-0.0256,0.0011,11532
01/17/2020,AAPL200117C00130000,84,0,71.85,76.1,0,0.367,0.9803,0.001,3064,130.000,AAPL200117P00130000,0.86,0.38,0.74,0.95,76,0.4263,-0.0352,0.0014,13331
01/17/2020,AAPL200117C00135000,77.59,0,67,71.3,0,0.3592,0.9734,0.0013,1301,135.000,AAPL200117P00135000,1.1,0.51,0.93,1.16,2,0.4138,-0.0435,0.0017,13400
01/17/2020,AAPL200117C00140000,64.05,-9.95,62.4,66.6,76,0.3642,0.9602,0.0018,6380,140.000,AAPL200117P00140000,1.26,0.535,1.22,1.66,57,0.4124,-0.0574,0.0022,24607
01/17/2020,AAPL200117C00145000,68.79,0,57.6,61.9,0,0.3528,0.95,0.0023,4030,145.000,AAPL200117P00145000,1.55,0.645,1.49,1.99,122,0.3995,-0.0694,0.0026,14183
01/17/2020,AAPL200117C00150000,55.1,-9.35,55,57.3,40,0.4015,0.91,0.0032,26702,150.000,AAPL200117P00150000,2.03,0.94,1.91,2.1,1527,0.3822,-0.0813,0.0031,30303
01/17/2020,AAPL200117C00155000,57.3,-2.4,48.95,52.8,6,0.3542,0.9101,0.0036,12008,155.000,AAPL200117P00155000,2.36,1.02,2.05,2.55,60,0.3645,-0.0951,0.0036,16895
